Position;TrackName;Artist;Streams;Date;Genre
9;Heartbreak Anniversary;Giveon;3211179;31.03.21;['pop', 'r&b']
10;Blinding Lights;The Weeknd;3048404;31.03.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;DÁKITI;Bad Bunny;2890748;31.03.21;['trap latino', 'reggaeton', 'latin']
12;The Business;Tiësto;2863607;31.03.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
13;Levitating (feat. DaBaby);Dua Lipa;2811769;31.03.21;['uk pop', 'pop', 'dance pop']
14;Fiel;Los Legendarios;2702016;31.03.21;['trap latino', 'reggaeton', 'latin']
15;Up;Cardi B;2689319;31.03.21;['pop rap', 'pop', 'rap', 'dance pop']
16;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2473160;31.03.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
17;Bandido;Myke Towers;2329359;31.03.21;['trap latino']
18;WITHOUT YOU;The Kid LAROI;2321007;31.03.21;['australian hip hop']
19;Calling My Phone;Lil Tjay;2292441;31.03.21;['melodic rap', 'nyc rap', 'brooklyn drill']
20;Mood (feat. iann dior);24kGoldn;2268299;31.03.21;['cali rap']
1;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;7540770;01.04.21;['canadian pop', 'post-teen pop', 'pop']
2;MONTERO (Call Me By Your Name);Lil Nas X;6980543;01.04.21;['lgbtq+ hip hop', 'pop rap']
3;Astronaut In The Ocean;Masked Wolf;4426518;01.04.21;['australian hip hop']
4;drivers license;Olivia Rodrigo;3905019;01.04.21;['pop']
5;Save Your Tears;The Weeknd;3753723;01.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;telepatía;Kali Uchis;3732084;01.04.21;['colombian pop', 'pop']
7;Leave The Door Open;Bruno Mars;3401003;01.04.21;['pop', 'post-teen pop', 'dance pop']
8;Heartbreak Anniversary;Giveon;3218304;01.04.21;['pop', 'r&b']
9;Hold On;Justin Bieber;3215727;01.04.21;['canadian pop', 'post-teen pop', 'pop']
10;Blinding Lights;The Weeknd;3129819;01.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;DÁKITI;Bad Bunny;2932694;01.04.21;['trap latino', 'reggaeton', 'latin']
12;The Business;Tiësto;2920678;01.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
13;Levitating (feat. DaBaby);Dua Lipa;2876593;01.04.21;['uk pop', 'pop', 'dance pop']
14;Fiel;Los Legendarios;2772876;01.04.21;['trap latino', 'reggaeton', 'latin']
15;Up;Cardi B;2771190;01.04.21;['pop rap', 'pop', 'rap', 'dance pop']
16;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2584310;01.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
17;Bandido;Myke Towers;2368760;01.04.21;['trap latino']
18;WITHOUT YOU;The Kid LAROI;2338945;01.04.21;['australian hip hop']
19;Calling My Phone;Lil Tjay;2327833;01.04.21;['melodic rap', 'nyc rap', 'brooklyn drill']
20;Mood (feat. iann dior);24kGoldn;2293494;01.04.21;['cali rap']
1;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;7638571;02.04.21;['canadian pop', 'post-teen pop', 'pop']
2;MONTERO (Call Me By Your Name);Lil Nas X;7210723;02.04.21;['lgbtq+ hip hop', 'pop rap']
3;Astronaut In The Ocean;Masked Wolf;4464656;02.04.21;['australian hip hop']
4;drivers license;Olivia Rodrigo;3813723;02.04.21;['pop']
5;Save Your Tears;The Weeknd;3685061;02.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;telepatía;Kali Uchis;3571998;02.04.21;['colombian pop', 'pop']
7;Leave The Door Open;Bruno Mars;3353005;02.04.21;['pop', 'post-teen pop', 'dance pop']
8;deja vu;Olivia Rodrigo;3337546;02.04.21;['pop']
9;Heartbreak Anniversary;Giveon;3193489;02.04.21;['pop', 'r&b']
10;Hold On;Justin Bieber;3161463;02.04.21;['canadian pop', 'post-teen pop', 'pop']
11;Blinding Lights;The Weeknd;3070884;02.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
12;Levitating (feat. DaBaby);Dua Lipa;2915111;02.04.21;['uk pop', 'pop', 'dance pop']
13;The Business;Tiësto;2908687;02.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
14;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2833632;02.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
15;DÁKITI;Bad Bunny;2828796;02.04.21;['trap latino', 'reggaeton', 'latin']
16;Fiel;Los Legendarios;2814746;02.04.21;['trap latino', 'reggaeton', 'latin']
17;Up;Cardi B;2810854;02.04.21;['pop rap', 'pop', 'rap', 'dance pop']
18;Calling My Phone;Lil Tjay;2628090;02.04.21;['melodic rap', 'nyc rap', 'brooklyn drill']
19;Film out;BTS;2614128;02.04.21;['k-pop boy group', 'k-pop']
20;Mood (feat. iann dior);24kGoldn;2297944;02.04.21;['cali rap']
1;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;7627275;03.04.21;['canadian pop', 'post-teen pop', 'pop']
2;MONTERO (Call Me By Your Name);Lil Nas X;7173355;03.04.21;['lgbtq+ hip hop', 'pop rap']
3;Astronaut In The Ocean;Masked Wolf;4431427;03.04.21;['australian hip hop']
4;drivers license;Olivia Rodrigo;3691967;03.04.21;['pop']
5;Save Your Tears;The Weeknd;3672541;03.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;telepatía;Kali Uchis;3545328;03.04.21;['colombian pop', 'pop']
7;Leave The Door Open;Bruno Mars;3465392;03.04.21;['pop', 'post-teen pop', 'dance pop']
8;Heartbreak Anniversary;Giveon;3193146;03.04.21;['pop', 'r&b']
9;Hold On;Justin Bieber;3070129;03.04.21;['canadian pop', 'post-teen pop', 'pop']
10;Blinding Lights;The Weeknd;3057419;03.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;deja vu;Olivia Rodrigo;2974681;03.04.21;['pop']
12;Levitating (feat. DaBaby);Dua Lipa;2965788;03.04.21;['uk pop', 'pop', 'dance pop']
13;Fiel;Los Legendarios;2947068;03.04.21;['trap latino', 'reggaeton', 'latin']
14;The Business;Tiësto;2877148;03.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
15;DÁKITI;Bad Bunny;2874637;03.04.21;['trap latino', 'reggaeton', 'latin']
16;Up;Cardi B;2810320;03.04.21;['pop rap', 'pop', 'rap', 'dance pop']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2720805;03.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Calling My Phone;Lil Tjay;2443196;03.04.21;['melodic rap', 'nyc rap', 'brooklyn drill']
19;Mood (feat. iann dior);24kGoldn;2269231;03.04.21;['cali rap']
20;WITHOUT YOU;The Kid LAROI;2247758;03.04.21;['australian hip hop']
1;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6931781;04.04.21;['canadian pop', 'post-teen pop', 'pop']
2;MONTERO (Call Me By Your Name);Lil Nas X;6598429;04.04.21;['lgbtq+ hip hop', 'pop rap']
3;Astronaut In The Ocean;Masked Wolf;3919627;04.04.21;['australian hip hop']
4;drivers license;Olivia Rodrigo;3381224;04.04.21;['pop']
5;Save Your Tears;The Weeknd;3295427;04.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;telepatía;Kali Uchis;3293790;04.04.21;['colombian pop', 'pop']
7;Leave The Door Open;Bruno Mars;3196333;04.04.21;['pop', 'post-teen pop', 'dance pop']
8;Heartbreak Anniversary;Giveon;2999756;04.04.21;['pop', 'r&b']
9;Fiel;Los Legendarios;2757058;04.04.21;['trap latino', 'reggaeton', 'latin']
10;Blinding Lights;The Weeknd;2749011;04.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;Hold On;Justin Bieber;2698061;04.04.21;['canadian pop', 'post-teen pop', 'pop']
12;Levitating (feat. DaBaby);Dua Lipa;2683854;04.04.21;['uk pop', 'pop', 'dance pop']
13;deja vu;Olivia Rodrigo;2677467;04.04.21;['pop']
14;DÁKITI;Bad Bunny;2617920;04.04.21;['trap latino', 'reggaeton', 'latin']
15;Up;Cardi B;2478997;04.04.21;['pop rap', 'pop', 'rap', 'dance pop']
16;The Business;Tiësto;2456752;04.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2272429;04.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Calling My Phone;Lil Tjay;2213582;04.04.21;['melodic rap', 'nyc rap', 'brooklyn drill']
19;Bandido;Myke Towers;2069413;04.04.21;['trap latino']
20;Mood (feat. iann dior);24kGoldn;2053205;04.04.21;['cali rap']
1;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;7313467;05.04.21;['canadian pop', 'post-teen pop', 'pop']
2;MONTERO (Call Me By Your Name);Lil Nas X;7168582;05.04.21;['lgbtq+ hip hop', 'pop rap']
3;Astronaut In The Ocean;Masked Wolf;4142337;05.04.21;['australian hip hop']
4;drivers license;Olivia Rodrigo;3582972;05.04.21;['pop']
5;telepatía;Kali Uchis;3476308;05.04.21;['colombian pop', 'pop']
6;Save Your Tears;The Weeknd;3447979;05.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
7;Leave The Door Open;Bruno Mars;3387753;05.04.21;['pop', 'post-teen pop', 'dance pop']
8;Heartbreak Anniversary;Giveon;3191562;05.04.21;['pop', 'r&b']
9;deja vu;Olivia Rodrigo;3032103;05.04.21;['pop']
10;Fiel;Los Legendarios;2978535;05.04.21;['trap latino', 'reggaeton', 'latin']
11;Hold On;Justin Bieber;2901460;05.04.21;['canadian pop', 'post-teen pop', 'pop']
12;Levitating (feat. DaBaby);Dua Lipa;2863707;05.04.21;['uk pop', 'pop', 'dance pop']
13;Blinding Lights;The Weeknd;2775264;05.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
14;DÁKITI;Bad Bunny;2581767;05.04.21;['trap latino', 'reggaeton', 'latin']
15;Up;Cardi B;2572070;05.04.21;['pop rap', 'pop', 'rap', 'dance pop']
16;The Business;Tiësto;2485050;05.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
17;Calling My Phone;Lil Tjay;2234871;05.04.21;['melodic rap', 'nyc rap', 'brooklyn drill']
18;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2218686;05.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
19;Mood (feat. iann dior);24kGoldn;2098979;05.04.21;['cali rap']
20;WITHOUT YOU;The Kid LAROI;2081692;05.04.21;['australian hip hop']
1;MONTERO (Call Me By Your Name);Lil Nas X;7779930;06.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;7614056;06.04.21;['canadian pop', 'post-teen pop', 'pop']
3;Astronaut In The Ocean;Masked Wolf;4325203;06.04.21;['australian hip hop']
4;drivers license;Olivia Rodrigo;3674791;06.04.21;['pop']
5;Save Your Tears;The Weeknd;3539205;06.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;telepatía;Kali Uchis;3520838;06.04.21;['colombian pop', 'pop']
7;Leave The Door Open;Bruno Mars;3471548;06.04.21;['pop', 'post-teen pop', 'dance pop']
8;Heartbreak Anniversary;Giveon;3278163;06.04.21;['pop', 'r&b']
9;deja vu;Olivia Rodrigo;3151363;06.04.21;['pop']
10;Fiel;Los Legendarios;3096023;06.04.21;['trap latino', 'reggaeton', 'latin']
11;Hold On;Justin Bieber;2983816;06.04.21;['canadian pop', 'post-teen pop', 'pop']
12;Levitating (feat. DaBaby);Dua Lipa;2982183;06.04.21;['uk pop', 'pop', 'dance pop']
13;Blinding Lights;The Weeknd;2820928;06.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
14;Up;Cardi B;2672791;06.04.21;['pop rap', 'pop', 'rap', 'dance pop']
15;The Business;Tiësto;2592150;06.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
16;DÁKITI;Bad Bunny;2583071;06.04.21;['trap latino', 'reggaeton', 'latin']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2275517;06.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Calling My Phone;Lil Tjay;2199016;06.04.21;['melodic rap', 'nyc rap', 'brooklyn drill']
19;WITHOUT YOU;The Kid LAROI;2149252;06.04.21;['australian hip hop']
20;Streets;Doja Cat;2117089;06.04.21;['pop', 'dance pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;7773778;07.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;7591462;07.04.21;['canadian pop', 'post-teen pop', 'pop']
3;Astronaut In The Ocean;Masked Wolf;4338114;07.04.21;['australian hip hop']
4;drivers license;Olivia Rodrigo;3689615;07.04.21;['pop']
5;Save Your Tears;The Weeknd;3556753;07.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;Leave The Door Open;Bruno Mars;3494531;07.04.21;['pop', 'post-teen pop', 'dance pop']
7;telepatía;Kali Uchis;3493997;07.04.21;['colombian pop', 'pop']
8;Heartbreak Anniversary;Giveon;3300753;07.04.21;['pop', 'r&b']
9;Fiel;Los Legendarios;3170287;07.04.21;['trap latino', 'reggaeton', 'latin']
10;deja vu;Olivia Rodrigo;3086284;07.04.21;['pop']
11;Levitating (feat. DaBaby);Dua Lipa;3012874;07.04.21;['uk pop', 'pop', 'dance pop']
12;Hold On;Justin Bieber;2940648;07.04.21;['canadian pop', 'post-teen pop', 'pop']
13;Blinding Lights;The Weeknd;2857520;07.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
14;Up;Cardi B;2652458;07.04.21;['pop rap', 'pop', 'rap', 'dance pop']
15;The Business;Tiësto;2625289;07.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
16;DÁKITI;Bad Bunny;2597684;07.04.21;['trap latino', 'reggaeton', 'latin']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2306833;07.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Mr. Perfectly Fine (Taylor’s Version) (From The Vault);Taylor Swift;2301576;07.04.21;['pop', 'post-teen pop']
19;Calling My Phone;Lil Tjay;2209048;07.04.21;['melodic rap', 'nyc rap', 'brooklyn drill']
20;WITHOUT YOU;The Kid LAROI;2138786;07.04.21;['australian hip hop']
1;MONTERO (Call Me By Your Name);Lil Nas X;7872014;08.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;7640515;08.04.21;['canadian pop', 'post-teen pop', 'pop']
3;Astronaut In The Ocean;Masked Wolf;4409330;08.04.21;['australian hip hop']
4;drivers license;Olivia Rodrigo;3672006;08.04.21;['pop']
5;Save Your Tears;The Weeknd;3589468;08.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;Leave The Door Open;Bruno Mars;3563382;08.04.21;['pop', 'post-teen pop', 'dance pop']
7;telepatía;Kali Uchis;3441940;08.04.21;['colombian pop', 'pop']
8;Heartbreak Anniversary;Giveon;3347628;08.04.21;['pop', 'r&b']
9;Fiel;Los Legendarios;3273980;08.04.21;['trap latino', 'reggaeton', 'latin']
10;deja vu;Olivia Rodrigo;3065648;08.04.21;['pop']
11;Levitating (feat. DaBaby);Dua Lipa;3031890;08.04.21;['uk pop', 'pop', 'dance pop']
12;Blinding Lights;The Weeknd;2909620;08.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
13;Hold On;Justin Bieber;2909255;08.04.21;['canadian pop', 'post-teen pop', 'pop']
14;Mr. Perfectly Fine (Taylor’s Version) (From The Vault);Taylor Swift;2883252;08.04.21;['pop', 'post-teen pop']
15;The Business;Tiësto;2682978;08.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
16;Up;Cardi B;2656671;08.04.21;['pop rap', 'pop', 'rap', 'dance pop']
17;DÁKITI;Bad Bunny;2641192;08.04.21;['trap latino', 'reggaeton', 'latin']
18;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2387523;08.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
19;Calling My Phone;Lil Tjay;2240930;08.04.21;['melodic rap', 'nyc rap', 'brooklyn drill']
20;WITHOUT YOU;The Kid LAROI;2143122;08.04.21;['australian hip hop']
1;MONTERO (Call Me By Your Name);Lil Nas X;8588023;09.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;8020169;09.04.21;['canadian pop', 'post-teen pop', 'pop']
3;RAPSTAR;Polo G;4940022;09.04.21;['chicago rap']
4;Astronaut In The Ocean;Masked Wolf;4628495;09.04.21;['australian hip hop']
5;Save Your Tears;The Weeknd;3707627;09.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;Mr. Perfectly Fine (Taylor’s Version) (From The Vault);Taylor Swift;3704570;09.04.21;['pop', 'post-teen pop']
7;Leave The Door Open;Bruno Mars;3670260;09.04.21;['pop', 'post-teen pop', 'dance pop']
8;drivers license;Olivia Rodrigo;3667539;09.04.21;['pop']
9;Fiel;Los Legendarios;3556305;09.04.21;['trap latino', 'reggaeton', 'latin']
10;Kiss Me More (feat. SZA);Doja Cat;3538440;09.04.21;['pop', 'dance pop']
11;Heartbreak Anniversary;Giveon;3483944;09.04.21;['pop', 'r&b']
12;telepatía;Kali Uchis;3478178;09.04.21;['colombian pop', 'pop']
13;Fearless (Taylor’s Version);Taylor Swift;3130482;09.04.21;['pop', 'post-teen pop']
14;Levitating (feat. DaBaby);Dua Lipa;3127674;09.04.21;['uk pop', 'pop', 'dance pop']
15;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;3090481;09.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
16;You Belong With Me (Taylor’s Version);Taylor Swift;3056100;09.04.21;['pop', 'post-teen pop']
17;Blinding Lights;The Weeknd;3041261;09.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
18;Love Story (Taylor’s Version);Taylor Swift;3001439;09.04.21;['pop', 'post-teen pop']
19;deja vu;Olivia Rodrigo;2906949;09.04.21;['pop']
20;Hold On;Justin Bieber;2903499;09.04.21;['canadian pop', 'post-teen pop', 'pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;8182723;10.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;7843885;10.04.21;['canadian pop', 'post-teen pop', 'pop']
3;RAPSTAR;Polo G;4771006;10.04.21;['chicago rap']
4;Astronaut In The Ocean;Masked Wolf;4471290;10.04.21;['australian hip hop']
5;Save Your Tears;The Weeknd;3679447;10.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;Leave The Door Open;Bruno Mars;3615273;10.04.21;['pop', 'post-teen pop', 'dance pop']
7;Fiel;Los Legendarios;3609907;10.04.21;['trap latino', 'reggaeton', 'latin']
8;drivers license;Olivia Rodrigo;3498637;10.04.21;['pop']
9;Kiss Me More (feat. SZA);Doja Cat;3437473;10.04.21;['pop', 'dance pop']
10;Heartbreak Anniversary;Giveon;3378130;10.04.21;['pop', 'r&b']
11;telepatía;Kali Uchis;3365507;10.04.21;['colombian pop', 'pop']
12;Levitating (feat. DaBaby);Dua Lipa;3092395;10.04.21;['uk pop', 'pop', 'dance pop']
13;Blinding Lights;The Weeknd;3017121;10.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
14;The Business;Tiësto;2827178;10.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
15;DÁKITI;Bad Bunny;2808779;10.04.21;['trap latino', 'reggaeton', 'latin']
16;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2803219;10.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
17;Hold On;Justin Bieber;2744945;10.04.21;['canadian pop', 'post-teen pop', 'pop']
18;deja vu;Olivia Rodrigo;2727525;10.04.21;['pop']
19;Up;Cardi B;2722981;10.04.21;['pop rap', 'pop', 'rap', 'dance pop']
20;Mr. Perfectly Fine (Taylor’s Version) (From The Vault);Taylor Swift;2593792;10.04.21;['pop', 'post-teen pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;7264205;11.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6814173;11.04.21;['canadian pop', 'post-teen pop', 'pop']
3;RAPSTAR;Polo G;4329621;11.04.21;['chicago rap']
4;Astronaut In The Ocean;Masked Wolf;3870459;11.04.21;['australian hip hop']
5;Leave The Door Open;Bruno Mars;3236348;11.04.21;['pop', 'post-teen pop', 'dance pop']
6;Save Your Tears;The Weeknd;3201067;11.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
7;drivers license;Olivia Rodrigo;3194849;11.04.21;['pop']
8;Kiss Me More (feat. SZA);Doja Cat;3170512;11.04.21;['pop', 'dance pop']
9;Fiel;Los Legendarios;3146966;11.04.21;['trap latino', 'reggaeton', 'latin']
10;Heartbreak Anniversary;Giveon;3131034;11.04.21;['pop', 'r&b']
11;telepatía;Kali Uchis;3006219;11.04.21;['colombian pop', 'pop']
12;Levitating (feat. DaBaby);Dua Lipa;2698955;11.04.21;['uk pop', 'pop', 'dance pop']
13;Blinding Lights;The Weeknd;2581670;11.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
14;deja vu;Olivia Rodrigo;2556121;11.04.21;['pop']
15;DÁKITI;Bad Bunny;2450295;11.04.21;['trap latino', 'reggaeton', 'latin']
16;Up;Cardi B;2367499;11.04.21;['pop rap', 'pop', 'rap', 'dance pop']
17;Hold On;Justin Bieber;2360421;11.04.21;['canadian pop', 'post-teen pop', 'pop']
18;The Business;Tiësto;2298128;11.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
19;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2175280;11.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
